-121.29194449499028,34.56862043088829,-120.07747361499028,35.24014775515829|9900
27.69870283235244,-15.369402364328861,29.08052283235244,-14.435317814328862|9960
-113.13548591334481,-64.8535557895107,-107.51775775334481,-60.57657372951069|9900
-82.89408718311819,16.852477739417946,-81.64658718311819,17.461227739417946|9960
112.711917539857,9.288666514012858,113.944417539857,9.863666514012857|9960
128.70463284086927,-42.59633310894965,134.29463284086927,-40.37133310894965|9960
-5.002526479507486,-86.07156016908552,3.633234410266194,-67.26742445407893|9960
-96.83010871393168,42.03097998203369,-94.68913871393168,42.241395292033694|9900
125.88533843135514,41.8591403669201,127.13533843135514,42.5391403669201|9900
64.28827110402582,-74.7185936087987,77.35483542837783,-69.4779584053555|9960
-21.03372768519534,-89.41998067815429,-13.154909586171772,-73.14690737990512|9900
-173.55333033648913,57.847860969411975,-171.89483033648912,59.32786096941197|9900
123.27929847183648,44.872898369719685,124.78929847183649,45.807888369719684|9960
128.82697354540366,-4.390332491075815,130.26197354540366,-3.5828324910758145|9960
-33.56380004712726,-0.6368745532035358,-32.03924004712726,0.4198029467964641|9900
-142.09355136940758,53.98861348297912,-141.13094444359456,55.91204286260408|9960
102.44699674743771,75.10572146717381,106.02957674743772,76.55900146717381|9960
143.38622478749397,-81.42237900879988,156.04082486749397,-76.78609900879988|9960
-36.7702323672247,-54.762510392714496,-28.7802323672247,-50.506040392714496|9960
-83.7412419092952,50.12883918426118,-82.12898427863095,50.46291884594118|9960
0.9573465368709932,4.817924061622183,2.5222265368709933,5.827314061622182|9900
47.82003332443808,-22.567204882522336,49.77929361061342,-21.442253394467304|9960
-31.385284808391845,-32.76644351091163,-24.107184779191844,-31.66030696621403|9960
-76.31099586453097,40.98514848635108,-75.57726086453097,41.31577348635108|9900
1.112317302564274,30.581687862604557,2.707437302564274,31.590755362604558|9900
156.16420346546624,-71.57694792874739,162.39825501618625,-66.19772792874738|9960
-118.56417898067784,-58.774272915002484,-113.05657898067784,-55.44508463500249|9960
-85.41223983773399,72.13635564353889,-82.827239837734,73.32385564353889|9960
17.071721134867865,53.887271032154665,18.106397634867864,54.286417389654666|9960
15.00838927311726,-46.355417161426786,20.61595155335726,-42.601355537094626|9960
-83.59194598240327,-34.65785211706976,-65.25075711584327,-34.455678925389755|9960
-85.33103618716495,13.905679575980725,-84.00853618716495,14.667479575980726|9960
58.221242920206336,38.25810373206551,59.4563177205061,38.889226955018685|9960
57.2465115694626,-25.330506366741343,62.72900459157844,-23.583351368642784|9960
-71.31691584605815,-7.399153984210164,-69.73508584605815,-6.392043984210164|9960
-85.79160639723727,61.139610111214346,-84.42684139723727,61.98123349121435|9960
50.240063662278466,54.21760410898115,51.490063662278466,54.84135410898115|9960
82.66631962442469,-28.895306238289955,89.19343158922469,-27.646773351102436|9900
-18.973230050987155,-72.92777648736437,-6.251861730987155,-68.39037648736436|9960
-115.91421348192458,38.40248594576128,-114.66992164393504,39.04686437092527|9900
3.533479488874769,3.6083679443436187,3.949272933821649,7.7357477699207395|9900
30.18019382747784,-71.85208558400082,41.154680867477836,-66.52088558400082|9960
-127.75445984667287,-31.79920575903508,-123.17634352667287,-28.58181247903508|9900
-170.71682756543973,0.3252571368775814,-169.19513376543972,1.9386171368775813|9960
117.66504804760602,46.927473674712786,119.11963304760602,47.87846787471278|9960
144.11030111411816,-31.502952306300607,144.65898762704487,-27.805289719420607|9960
-97.47007948333409,-36.169926713674435,-92.36007948333409,-32.90992671367444|9960
-67.76591344973117,61.92370203118216,-66.51591344973117,62.66745203118216|9960
126.47938933694886,57.16732720319613,127.76714853694885,58.68189720319613|9960
16.26970108088899,-14.328686297985861,17.73470108088899,-13.44618629798586|9960
-122.90559214406342,-86.31257271182702,-109.23323358022341,-78.84863051182701|9960
-142.923135347945,0.9961942002099733,-139.033135347945,2.348694200209973|9960
38.08746251234714,2.5066776214371824,39.404170557430014,3.322043839911558|9960
82.74740127182176,-48.262474633314945,94.37430378598175,-46.48031372446214|9960
-8.584928297146392,-30.88570576023621,12.124621702853604,-30.49423315703621|9900
-56.16958891954084,27.02867551423185,-54.824588919540844,27.75812801423185|9960
83.4005175353317,85.474192903343,89.7235875353317,89.396692903343|9900
26.075165511560677,-79.66862342622943,32.85772281397397,-70.87804259054572|9900
-179.97166370601457,-58.764427472793926,-175.14134370601457,-55.86362747279393|9900
-58.616019561421,9.343787044225579,-57.331019561421,10.026169544225578|9900
134.64314488515797,45.39698589453276,136.04014488515796,46.325000894532764|9900
54.91394707990905,-23.470720299783228,60.51451741206905,-21.85998263098323|9960
-83.10562303111088,-61.85365378141833,-78.13681407111088,-59.32949882973833|9900
-10.921504318297306,12.416521670967809,-9.459434318297305,13.37592417096781|9960
58.5102931543952,34.26691931947367,59.8852931543952,35.036919319473675|9900
144.70513244068655,-45.947962957481884,149.64531228068657,-43.37906944068188|9960
-146.6028823343527,-8.196968843763083,-143.8583823343527,-6.956968843763082|9960
-153.31000758724034,32.63862275225828,-151.94624074692032,33.97690083225828|9960
119.03409261194149,-15.253294539462985,120.48449261194149,-14.243629939462984|9960
-116.23627375914967,-57.22023316516242,-111.70272422531654,-53.88207251278858|9960
-79.98116552455794,49.748547812872715,-78.706652315735,50.341430649859014|9960
6.447744661701911,15.81145553057963,7.964225491961911,16.77010938057963|9900
12.482375852178937,-9.177721550024767,13.481611852178936,-7.5024115500247675|9960
-101.66669065513071,-48.239709204408015,-96.04671065513071,-45.326109844408016|9900
-18.858554448987725,35.089217545824894,-17.356205168987724,35.99681818582489|9900
131.7305883633418,26.471303738131663,133.2330883633418,27.415376238131664|9960
43.21203922842179,-71.13526719401783,55.14811922842179,-66.03548719401783|9960
-16.937624220341363,-17.74115949330607,-13.229190621905552,-16.216557537821|9960
-44.607007753009015,11.53197377612026,-44.03718143300902,14.00572635612026|9960
96.79981800253469,-19.900822244917297,100.26950800253469,-18.525822244917297|9900
-174.18750799229517,-44.65787079053955,-170.16802799229518,-42.93109079053955|9900
-153.32486043619807,51.86679306649998,-152.18657556819807,53.73880250457998|9960
2.280387545931335,79.16338204853854,5.625925141771335,80.54692940853853|9960
81.34354259826382,-70.39348057314969,93.57748255018424,-64.69705751798189|9900
