-60.66322408620035,50.4881133423682,-55.970026486200354,57.2958813423682|9966
16.26436414384829,54.58667079179645,21.88477124384829,60.32167079179645|9955
21.969803850270587,-51.50400054436688,69.0565018777906,-30.75041794436688|9974
-119.87534229886167,-6.689950736618069,-92.92534229886166,9.500049263381928|9984
-152.2420273498719,20.70333273972758,-129.8104813498719,27.53062023972758|10000
140.27083700952903,60.63457319799216,156.46463390952903,69.75769115940216|9999
125.85142439212144,-24.457371677030054,142.34371319212144,-18.035960177030056|9991
-118.60995374799218,-22.990813643813347,-117.50113482250421,64.12092381092558|9998
76.57131163674299,80.10911265671619,77.49128038674299,2.4999968553422036|9985
91.10466158792192,-52.46208369372772,123.25726038792192,-30.90008369372772|9985
-37.76769912825053,-26.80148622846532,-18.259699128250528,-15.910737728465318|9996
-74.9024168614677,47.81229177149127,-71.4016846894677,57.88235042149127|9986
147.27546854004638,13.525030684698288,164.02896854004638,23.72671750969829|9987
162.6565990928043,-23.257279710635796,177.5305990928043,-15.300572910635797|9993
-48.80911367256813,-2.9897852397121802,-35.55858565086813,2.4896807102878196|10000
-9.200062607420406,51.13680005829821,-3.4935626074204063,54.68405005829821|9927
159.1386339761,34.842744263196145,177.4851339761,46.62204033819614|9982
71.57062296167751,-41.10343471545478,91.05629450855751,-12.676659315454785|9998
-47.753080488477494,-85.61263445427713,35.22705511918522,-48.895360966277124|10000
-165.52427993404734,28.557419594054185,-145.52427993404734,38.66641959405418|9973
16.95194976882095,17.252480968733323,29.50094976882095,22.402980968733324|9980
51.25589807467777,-40.76111818687328,73.72520847467777,-18.113118186873283|9906
-124.80259841490948,-51.9525899475671,-79.01197241490948,-33.3871679475671|9907
-2.507166533338736,42.8590472071404,3.4453334666612636,46.5365472071404|9903
19.262585945382504,47.636464597999606,25.469659545382505,51.500090118319605|9999
88.1779145704596,-23.178449757730984,107.83791457045962,-9.696449757730985|9914
-2.246594762241163,-11.22636439040717,74.81045707662994,-9.599690006544838|9995
-53.85052051390238,81.62827976497933,-53.06795531702738,5.366672540312507|9967
91.02574962077705,21.560961163863986,98.93274962077705,26.719461163863986|9963
-107.21071143889075,-2.48178779036294,-86.83071143889076,9.95299140963706|9973
-130.62706617189326,61.59907040538731,-115.98029408539428,67.4370440996323|9999
29.81713293231509,22.344630588808727,42.39614743231509,27.916130588808727|9943
6.6733160392459645,-23.482023009624484,105.98203615089813,-21.389840973010624|10000
-5.6965671944430785,-60.3273194125812,41.83946759483475,-32.63469754597919|9963
-59.75493917372214,38.17346033037132,-49.83293917372214,43.16396033037132|10000
59.219815776054716,-31.040044242391954,66.27812291429471,7.580422957608054|9988
-46.989286228355155,-57.828461238906286,-2.2372907779551596,-36.52545403890629|9945
-22.44404845579641,10.248041818421227,-9.10258605579641,15.997041818421227|9956
151.43624826395495,37.61235149565825,168.10777986395496,48.983603475908254|9973
-174.18667209451567,-38.28076449502094,-167.31116795355567,-4.88423671222094|9998
-2.280657708056426,46.07397080817028,3.102342291943574,49.60182993317028|9995
117.89215390345682,16.00746206877503,129.4651539034568,21.23146206877503|9908
110.73629445262773,-38.05477203057922,129.30551878144774,-24.763983363699225|9967
-94.6322501412396,-23.742586725065976,-73.84181514123959,-10.711875900065976|9957
-67.278818334672,54.31683297034253,-59.623818334671995,59.61483297034253|9931
92.90079309524666,34.19880411287264,103.94879309524666,39.149304112872635|9983
-141.68014763020284,-8.038391033903668,-120.76614763020284,3.8922885660963313|9991
-84.94802582441262,11.507762932899631,-76.54102582441263,16.50776293289963|9942
26.302951035778957,39.46497410600131,31.10905633577896,45.766692756001305|10000
77.43476177132723,-33.978551959446364,104.81913697132723,-17.090220759446364|9913
-25.459567032400056,-49.41661761187911,10.47759696759994,-29.06061761187911|9966
-63.716468314996355,83.15714024103075,-63.058721713264546,1.8545962764785031|9999
65.71637763773167,6.916952986725388,81.35837763773166,13.194952986725388|9906
19.235641272711725,-47.810859740985286,52.595641272711724,-27.810859740985286|9954
-114.1918549504845,-13.307522590149901,-85.7706548272845,1.5471968580624331|9967
-66.17803812838862,22.84776430646654,-54.89403812838862,27.960764306466544|9972
123.626744992006,76.2500422445497,124.79590748450276,5.0534200580630255|9977
102.95974583114935,-74.01747356240202,151.7207025182962,-43.23004155241632|9961
-153.24986628576985,-27.47464395397121,-133.36386628576986,-12.16336935397121|9987
-76.81627709014428,53.53644624125974,-68.82027709014429,58.77594624125974|9971
124.04064478637339,14.59409397082054,13.293029386373348,15.237242027620539|9941
43.7656438966305,-54.63944404168757,94.20964389663051,-34.63944404168757|9930
-179.12956215006167,-15.68584203740619,-158.78756215006166,-7.054842037406189|9922
-154.152486372917,39.1297214106557,-130.568486372917,45.6582182106557|9977
53.128571521944764,0.9928935843815034,75.48294252194476,7.719507784381504|9980
72.26277676757104,-41.5102203759197,91.85662321205103,-13.177956375919699|9995
-85.59175767725814,-56.07340269727639,-61.7712131084243,-40.12656228966676|9999
-9.362575253211727,51.30556132927844,-3.675075253211727,54.82981132927844|9939
156.0376176637325,65.35217702457074,173.5231176637325,75.18992702457074|9935
12.05974541969859,-50.48355765759518,57.043745419698595,-30.483557657595178|9916
-91.05137997075022,-36.535697571048324,-68.96771097075022,-24.273368473448322|9905
-59.3252092560091,16.98632212150443,-46.1440192560091,22.75182212150443|9973
128.70156903228238,61.1217393088029,149.55156903228237,68.6937393088029|9964
32.957052940003344,-73.60073883828527,95.26941394896333,-43.030898467565265|9994
-38.18164548418232,-12.05504174829244,50.040790028777685,-10.772581290879643|9984
38.0701759707235,41.08915229708541,44.355176770723496,46.68115229708541|9991
45.65544260504565,-50.18357701432958,86.11144260504565,-30.20357701432958|9995
-142.23378286643515,-56.34577984967118,-94.77424366643515,-35.738215249671185|9998
-105.25730915387126,5.263219998243169,-64.46680154445377,7.142123747712488|10000
12.429432041188695,14.97076066428472,24.188432041188697,20.12776066428472|9977
162.96363013498066,-82.32036820908742,164.52934238297647,48.03905687326777|9995
-7.806401248162935,-15.403218927204454,17.803598751837065,-10.428530927204454|9947
-89.85333709317325,45.267607890894375,-87.85370467357525,62.87467146298835|9942
95.986851909462,10.082148839882692,106.403851909462,15.068148839882692|9998
58.04038362016383,-81.39776513498417,134.7443164201638,-49.439751334984166|9907
-29.984402351527944,-4.493356942072108,0.46047364847205685,0.04024163424789151|9992
-19.981204292659594,52.10461765443123,-16.509917018299596,61.91466775443123|9927
133.94980087818686,15.125769929800612,157.14580087818686,21.40313942980061|9993
