-99.34288595745197,-82.69524741051707,-37.87938604320197,-54.65890821051707|9930
-10.592914174046628,-5.815710522374892,7.244777800953374,1.0647395276251084|9988
-154.3664035155119,-25.28449118607398,-132.9441715155119,-12.311373686073978|9937
-176.94512865975528,-48.46915706206369,-165.6154480597553,-17.242652662063687|9996
-11.03187936776601,-42.46263208896297,14.904764332233988,-24.81403138161297|9988
-61.680304378575904,-32.08970078424752,-47.885811328575905,-25.88701328424752|9941
-127.11112672857622,-36.32353008777932,-114.84609806697623,4.919335574300682|9973
-49.3451377415158,-63.21462689735904,-1.2550148352872483,-39.400743504189535|9911
-175.32993081928882,-4.1593212187244175,-148.10533965067881,2.6670398415818317|9999
-16.378517315096563,-7.196399752969017,3.1493656599034345,-0.056587252969017676|9993
-121.66979978396975,-10.10438734103968,-93.93404978396975,6.569376258960322|9918
-10.34467881944969,-57.188957963499945,35.72451565374031,-32.216639749749945|9912
-86.12002319369822,-47.27346387395255,-63.856273193698215,-35.18421387395255|9978
-121.39815913091778,-1.3793289599227332,-98.31090913091778,14.329456440077267|9985
-5.872493203643645,-31.43390225458764,16.627506796356357,-20.80377725458764|9932
-27.329551389220462,-7.058520770402227,16.269318260779535,-4.263591345257228|9941
-43.982541378425395,-71.84622715419725,17.71929040286461,-41.89838515419726|9963
-5.325255261527668,-40.547426829677285,16.58074473847233,-23.591426829677285|9900
-57.97998614881682,-80.9208271183676,6.338126997725709,-48.07229336055825|9917
-55.95606803135644,-7.65238472008455,-41.63144303135644,-1.8535722200845495|9986
-118.28796321985122,-82.90859291388836,-59.41056661441122,-54.809383313888354|9951
-88.88511488599647,-34.382594654026114,-65.48061488599647,-24.518774091526115|9970
-46.83344984252043,-3.5522298531292784,-34.18100785502043,2.0474576468707215|9999
-30.523485403299837,-55.722854438287094,14.476514596700163,-33.222854438287094|9937
-5.096991649487697,-82.1443115197165,67.39225468448346,-43.55102650948664|9949
-101.96621876768955,-24.331537046350416,-75.84773839268955,-10.596776736756667|9932
