-114.21880470540637,-74.20580646197884,-74.95898295252871,-45.68545987939777|9964
-69.65117383592906,-0.08756269268729522,-61.04302645021255,6.332302243700333|9994
-122.60847703353363,-80.09492307070572,-81.31376773634506,-47.78539243342517|9984
-163.83419043889668,-73.88190838524388,-118.77471978187927,-46.486794022410066|9901
-111.3834190577491,-77.14340695843654,-72.76054686164446,-46.64524172806412|9977
-51.72497616496441,-38.848978065715684,87.14575170062699,-34.84981200125211|9912
-93.97992832832145,-17.942947005582766,-65.06526367673993,-12.596450424231346|9988
-116.15865836704798,-66.26430759296015,-76.28617848839023,-42.546721009324145|9985
-151.63615468271743,-15.554086455591985,-37.28577704330256,-15.400588936727639|9919
-79.3063774996888,-85.40304883472709,-47.18479998691485,-46.961278144486215|9997
-86.59860087533748,-17.441145588862106,-66.17048308326474,-11.020865632767666|9934
-64.3603629774169,-68.24965247893408,-37.63105794701143,-40.235143561283806|9947
-133.34523318548202,-49.739928786107484,-95.10949653087138,-28.97238319835908|9975
-41.180747201755764,-56.84804562624186,-12.781351594567639,-29.94478475653972|9927
-49.141564797269346,-1.3458829167466524,-37.05577938899337,4.537933766628291|9957
-104.70048642791855,-31.05332942590854,-39.416493298143564,-28.751140785300215|9968
-53.46672915599089,-47.09989853747073,-21.455522254590086,-31.660938264395277|9950
-92.94330551937767,-62.94603957648908,-57.26961548799502,-45.311361213319884|9929
-55.49457976872641,-48.106985347801796,-23.330643720145538,-33.012427741881986|9957
-109.68097537670577,-82.21491954775237,-69.85195991664239,-48.716659956322445|9973
-126.30344736025403,-65.7782674082397,-85.97148855317491,-41.69422891771063|9920
-7.112659711511149,-23.82977909532249,12.75953938925906,-14.597191415018123|9907
-171.74873447117793,-42.914535660580555,-121.29037851128746,-29.716301039535367|9947
-177.26128364462213,-18.768722360844052,-149.58038262372756,-11.916408418878385|9938
-0.8790893836527225,-13.4067607170105,15.259812547378985,-6.366052896691047|9958
-95.71798360652741,-45.07157909680682,-63.79189244668957,-34.87253520854928|9947
-52.65867672143174,-28.777420551815705,-39.61031717254573,-21.612910935634225|9938
-46.234594220222355,-53.76274177859725,-19.442762399692523,-29.962826705880712|9903
-153.09201392436879,-33.01133401692168,-108.33525775424555,-19.657622152766876|9944
-100.67786824945546,-50.11317323771016,-53.095708058078266,-41.00583938213765|9943
-49.19601057886236,-2.017359211215597,-37.33224062147347,3.9677948969789076|9979
-25.40735298597429,-66.22538319573086,1.0447165803835503,-28.045808187374263|9941
-3.903375373182887,-15.421350821452934,13.224925250636936,-8.04844509837757|9916
-83.39504459642606,-6.529714415383118,-72.68474359552388,0.5778891191645608|9949
-44.28190771232801,-56.347054201670126,-15.596251715921255,-30.249715761157304|9992
-37.53596522282812,-81.47651338091559,11.336032903753583,-39.91918036305069|9923
